usia,pekerjaan,status_pernikahan,pendidikan,saldo_rekening,kategori_saldo,punya_kpr,punya_pinjaman,pernah_gagal_bayar,metode_penawaran,periode_penawaran,frekuensi_kontak,durasi_interaksi_detik,pernah_ditawari_sebelumnya,hasil_penawaran_sebelumnya,respon_penawaran_deposito,lama_nasabah_tahun,segmen_nasabah
36,karyawan,lajang,smp,23088575,menengah,tidak,tidak,tidak,whatsapp,Mei,2,210,ya,gagal,0,14,loyal
19,buruh,lajang,s1,11644883,menengah,tidak,tidak,tidak,whatsapp,Nov,3,43,tidak,tidak_ada,0,6,loyal
61,wiraswasta,menikah,sma,21157839,menengah,ya,ya,tidak,email,Okt,2,149,ya,gagal,0,16,loyal
43,pns,menikah,d3,11475577,menengah,tidak,tidak,ya,email,Sep,2,51,tidak,tidak_ada,0,11,loyal
49,karyawan,menikah,s2,38423206,menengah,tidak,tidak,tidak,telepon,Mar,3,287,tidak,tidak_ada,1,9,loyal
23,wiraswasta,lajang,smp,5249204,menengah,tidak,tidak,tidak,telepon,Feb,1,60,ya,gagal,1,9,loyal
49,karyawan,menikah,sma,20844117,menengah,tidak,ya,tidak,whatsapp,Mar,5,268,ya,gagal,0,11,loyal
21,karyawan,lajang,s1,30917467,menengah,ya,tidak,tidak,telepon,Apr,3,652,tidak,tidak_ada,0,5,loyal
28,karyawan,cerai,sma,19267455,menengah,tidak,tidak,tidak,email,Mar,1,134,tidak,tidak_ada,0,5,loyal
34,karyawan,menikah,sd,8457255,menengah,tidak,tidak,ya,whatsapp,Agu,2,213,ya,berhasil,0,2,existing
55,karyawan,menikah,smp,7151597,menengah,tidak,tidak,tidak,whatsapp,Jan,4,292,tidak,tidak_ada,0,7,loyal
41,karyawan,menikah,sma,44420958,menengah,ya,tidak,tidak,email,Mei,3,22,tidak,tidak_ada,0,10,loyal
22,tidak_bekerja,lajang,sma,2300330,rendah,tidak,tidak,tidak,whatsapp,Feb,2,148,ya,gagal,0,3,existing
51,karyawan,menikah,smp,7525822,menengah,tidak,tidak,tidak,whatsapp,Agu,2,247,ya,gagal,0,2,existing
23,karyawan,lajang,sma,34121133,menengah,tidak,tidak,tidak,email,Mar,1,40,ya,gagal,0,2,existing
39,karyawan,menikah,smp,30692679,menengah,ya,tidak,tidak,whatsapp,Jan,1,35,ya,berhasil,0,0,baru
28,wiraswasta,menikah,sd,6168486,menengah,tidak,tidak,tidak,whatsapp,Okt,2,498,tidak,tidak_ada,1,16,loyal
33,karyawan,menikah,smp,133780581,tinggi,ya,ya,tidak,telepon,Okt,3,78,tidak,tidak_ada,0,16,loyal
50,buruh,lajang,s1,4003746,rendah,ya,tidak,tidak,email,Nov,2,112,ya,gagal,0,1,existing
26,tidak_bekerja,menikah,sd,5759574,menengah,tidak,ya,tidak,whatsapp,Feb,3,186,tidak,tidak_ada,0,13,loyal
23,karyawan,lajang,s1,73176266,tinggi,tidak,tidak,tidak,telepon,Jul,3,394,tidak,tidak_ada,1,5,loyal
33,wiraswasta,menikah,s1,45674791,menengah,tidak,ya,tidak,email,Des,3,92,tidak,tidak_ada,0,8,loyal
46,karyawan,cerai,sma,20329956,menengah,tidak,tidak,tidak,telepon,Feb,2,574,tidak,tidak_ada,0,7,loyal
20,pelajar,lajang,smp,672751,rendah,tidak,tidak,tidak,whatsapp,Apr,3,151,tidak,tidak_ada,0,10,loyal
37,wiraswasta,menikah,s1,151626896,tinggi,ya,ya,tidak,telepon,Mar,2,31,tidak,tidak_ada,0,8,loyal
53,karyawan,menikah,sma,37631357,menengah,ya,ya,tidak,email,Nov,4,245,tidak,tidak_ada,0,3,existing
36,karyawan,lajang,smp,4036849,rendah,tidak,tidak,tidak,email,Okt,2,106,tidak,tidak_ada,0,5,loyal
43,pns,menikah,sma,59310519,tinggi,ya,tidak,tidak,telepon,Jul,1,246,ya,berhasil,0,4,existing
20,wiraswasta,lajang,smp,16846337,menengah,ya,tidak,tidak,whatsapp,Nov,3,64,tidak,tidak_ada,0,17,loyal
36,karyawan,cerai,sma,11233957,menengah,ya,ya,tidak,whatsapp,Jun,4,64,tidak,tidak_ada,1,0,baru
37,pns,menikah,sma,10203298,menengah,ya,ya,ya,whatsapp,Apr,2,167,ya,gagal,0,12,loyal
49,wiraswasta,menikah,sma,26596175,menengah,tidak,tidak,tidak,whatsapp,Apr,5,563,tidak,tidak_ada,0,6,loyal
24,buruh,lajang,d3,8713921,menengah,tidak,ya,tidak,whatsapp,Sep,6,242,tidak,tidak_ada,0,11,loyal
58,karyawan,menikah,s1,11604507,menengah,tidak,ya,tidak,whatsapp,Jun,2,114,tidak,tidak_ada,0,3,existing
50,buruh,menikah,sma,6832720,menengah,tidak,tidak,tidak,whatsapp,Apr,3,85,ya,gagal,0,1,existing
57,pns,menikah,sma,296428558,tinggi,tidak,tidak,tidak,whatsapp,Jun,2,197,tidak,tidak_ada,0,13,loyal
56,karyawan,menikah,d3,27277292,menengah,ya,ya,tidak,whatsapp,Nov,5,133,tidak,tidak_ada,0,1,existing
35,pns,menikah,sma,34119309,menengah,ya,ya,tidak,email,Sep,1,112,tidak,tidak_ada,0,13,loyal
57,wiraswasta,menikah,sma,9290994,menengah,ya,ya,tidak,whatsapp,Des,3,576,tidak,tidak_ada,0,7,loyal
18,tidak_bekerja,lajang,s1,750009,rendah,tidak,ya,ya,telepon,Agu,3,74,tidak,tidak_ada,1,10,loyal
28,karyawan,lajang,s1,48875397,menengah,ya,ya,tidak,email,Jan,2,10,tidak,tidak_ada,0,3,existing
45,pelajar,menikah,sma,4374550,rendah,tidak,ya,tidak,telepon,Mei,6,318,tidak,tidak_ada,0,10,loyal
42,wiraswasta,menikah,smp,115599606,tinggi,ya,tidak,tidak,email,Nov,6,236,tidak,tidak_ada,0,15,loyal
40,tidak_bekerja,menikah,sma,3135093,rendah,tidak,tidak,tidak,email,Okt,4,77,tidak,tidak_ada,0,2,existing
48,karyawan,lajang,sma,50822325,tinggi,tidak,tidak,tidak,email,Feb,3,47,tidak,tidak_ada,0,13,loyal
47,tidak_bekerja,menikah,sma,364349,rendah,ya,ya,tidak,email,Agu,5,123,tidak,tidak_ada,0,8,loyal
59,tidak_bekerja,lajang,sma,6638808,menengah,tidak,tidak,tidak,email,Jun,6,135,tidak,tidak_ada,0,2,existing
52,karyawan,lajang,sma,43344614,menengah,tidak,ya,ya,whatsapp,Jun,3,165,ya,gagal,0,13,loyal
24,buruh,lajang,sma,2632456,rendah,tidak,tidak,tidak,whatsapp,Des,3,301,tidak,tidak_ada,0,2,existing
33,tidak_bekerja,menikah,smp,8033151,menengah,tidak,tidak,tidak,email,Apr,3,39,tidak,tidak_ada,0,15,loyal
43,karyawan,menikah,s1,13266938,menengah,tidak,tidak,tidak,email,Nov,3,237,ya,gagal,1,4,existing
19,wiraswasta,lajang,s1,14423974,menengah,tidak,ya,tidak,telepon,Okt,1,121,ya,gagal,0,10,loyal
18,wiraswasta,menikah,s1,11886387,menengah,tidak,tidak,tidak,telepon,Jul,1,661,ya,gagal,0,11,loyal
29,karyawan,menikah,sma,54988263,tinggi,ya,ya,tidak,email,Des,2,157,tidak,tidak_ada,0,6,loyal
22,karyawan,lajang,sma,8022293,menengah,ya,ya,tidak,whatsapp,Nov,2,113,tidak,tidak_ada,0,13,loyal
54,karyawan,lajang,d3,10379975,menengah,tidak,tidak,ya,whatsapp,Nov,1,258,tidak,tidak_ada,1,4,existing
49,karyawan,menikah,sma,7676002,menengah,tidak,tidak,tidak,email,Jun,4,84,tidak,tidak_ada,0,14,loyal
26,wiraswasta,menikah,sma,11901249,menengah,tidak,tidak,tidak,whatsapp,Jul,5,228,ya,berhasil,1,8,loyal
58,karyawan,menikah,smp,21587618,menengah,tidak,tidak,tidak,email,Mei,4,158,tidak,tidak_ada,0,0,baru
52,buruh,menikah,sma,10489028,menengah,ya,ya,tidak,email,Agu,2,113,ya,gagal,0,6,loyal
36,pns,menikah,s1,8725068,menengah,ya,tidak,tidak,whatsapp,Nov,3,280,tidak,tidak_ada,0,13,loyal
33,karyawan,menikah,smp,19471267,menengah,tidak,tidak,tidak,email,Jun,1,193,ya,gagal,0,3,existing
20,pns,lajang,sma,21169421,menengah,tidak,tidak,tidak,email,Jul,2,88,ya,berhasil,0,10,loyal
37,pns,menikah,sma,7645931,menengah,tidak,ya,tidak,telepon,Des,4,473,tidak,tidak_ada,0,6,loyal
41,tidak_bekerja,menikah,d3,3604446,rendah,tidak,ya,ya,whatsapp,Jun,2,96,ya,gagal,0,4,existing
50,karyawan,lajang,smp,15538058,menengah,tidak,tidak,tidak,whatsapp,Agu,2,211,tidak,tidak_ada,0,15,loyal
41,karyawan,cerai,s1,16310515,menengah,ya,tidak,tidak,whatsapp,Feb,3,69,tidak,tidak_ada,0,6,loyal
28,tidak_bekerja,lajang,sd,1811588,rendah,tidak,ya,tidak,whatsapp,Nov,2,341,ya,gagal,0,11,loyal
25,tidak_bekerja,cerai,s1,2484382,rendah,tidak,ya,tidak,email,Feb,1,53,tidak,tidak_ada,0,6,loyal
53,pns,lajang,sd,19571442,menengah,tidak,ya,tidak,telepon,Feb,5,1031,tidak,tidak_ada,0,3,existing
55,pns,menikah,smp,86460228,tinggi,ya,tidak,tidak,whatsapp,Apr,2,505,ya,berhasil,1,16,loyal
57,karyawan,menikah,s1,18682362,menengah,tidak,tidak,tidak,whatsapp,Jan,2,74,tidak,tidak_ada,0,1,existing
37,wiraswasta,menikah,s1,75099066,tinggi,ya,ya,tidak,whatsapp,Jan,3,324,tidak,tidak_ada,0,8,loyal
52,karyawan,lajang,s2,61078414,tinggi,ya,ya,tidak,whatsapp,Mar,2,330,tidak,tidak_ada,0,2,existing
42,karyawan,menikah,smp,4707714,rendah,tidak,tidak,tidak,whatsapp,Apr,2,230,tidak,tidak_ada,0,1,existing
52,buruh,menikah,sma,4985368,rendah,tidak,tidak,tidak,whatsapp,Agu,4,87,tidak,tidak_ada,0,1,existing
42,karyawan,menikah,sd,55192681,tinggi,tidak,ya,tidak,whatsapp,Jun,3,103,tidak,tidak_ada,0,12,loyal
46,wiraswasta,menikah,smp,26048038,menengah,ya,ya,tidak,whatsapp,Apr,4,218,tidak,tidak_ada,1,3,existing
35,tidak_bekerja,menikah,smp,2864493,rendah,tidak,tidak,tidak,telepon,Sep,5,45,tidak,tidak_ada,0,8,loyal
63,karyawan,lajang,sd,37222022,menengah,ya,tidak,tidak,telepon,Agu,3,56,tidak,tidak_ada,0,6,loyal
35,tidak_bekerja,menikah,s1,8313741,menengah,tidak,ya,tidak,telepon,Agu,4,186,tidak,tidak_ada,1,14,loyal
19,tidak_bekerja,lajang,smp,2514712,rendah,tidak,ya,tidak,whatsapp,Jan,5,71,tidak,tidak_ada,0,12,loyal
52,wiraswasta,lajang,sma,17482570,menengah,ya,ya,tidak,email,Jun,2,74,tidak,tidak_ada,0,10,loyal
33,karyawan,menikah,sma,1658832,rendah,ya,tidak,tidak,telepon,Des,5,44,tidak,tidak_ada,0,15,loyal
58,karyawan,menikah,smp,18896282,menengah,tidak,tidak,tidak,whatsapp,Agu,2,75,ya,gagal,0,8,loyal
53,wiraswasta,lajang,s2,15927689,menengah,ya,ya,tidak,whatsapp,Jun,3,26,tidak,tidak_ada,0,13,loyal
50,karyawan,lajang,sma,6778672,menengah,tidak,tidak,tidak,whatsapp,Mar,3,55,tidak,tidak_ada,0,14,loyal
21,karyawan,lajang,s1,9898309,menengah,tidak,tidak,tidak,whatsapp,Des,2,98,tidak,tidak_ada,1,13,loyal
50,tidak_bekerja,lajang,s1,2570204,rendah,tidak,tidak,tidak,email,Apr,1,74,ya,gagal,0,4,existing
31,karyawan,menikah,s1,15818552,menengah,tidak,tidak,tidak,whatsapp,Sep,2,77,ya,gagal,1,13,loyal
38,pns,menikah,s1,13047809,menengah,tidak,tidak,tidak,telepon,Agu,4,35,tidak,tidak_ada,0,7,loyal
37,karyawan,lajang,sma,21817045,menengah,ya,ya,tidak,whatsapp,Sep,4,144,ya,gagal,0,4,existing
25,wiraswasta,menikah,smp,20203979,menengah,tidak,ya,tidak,whatsapp,Feb,1,601,ya,gagal,0,2,existing
24,tidak_bekerja,lajang,sma,8712382,menengah,tidak,tidak,tidak,email,Jun,4,104,tidak,tidak_ada,0,10,loyal
20,karyawan,lajang,sma,7258062,menengah,tidak,tidak,tidak,whatsapp,Okt,5,50,ya,gagal,0,3,existing
34,karyawan,menikah,s1,69907066,tinggi,tidak,tidak,tidak,whatsapp,Agu,4,336,ya,gagal,0,3,existing
50,pns,lajang,d3,43529938,menengah,tidak,ya,tidak,whatsapp,Apr,1,260,ya,berhasil,0,8,loyal
29,pns,menikah,sma,48102251,menengah,ya,tidak,tidak,whatsapp,Apr,3,385,tidak,tidak_ada,0,3,existing
39,pns,menikah,sd,20193012,menengah,ya,ya,tidak,whatsapp,Feb,1,131,ya,gagal,0,4,existing
39,karyawan,menikah,sma,11587620,menengah,tidak,ya,tidak,email,Feb,1,259,ya,berhasil,1,10,loyal
63,karyawan,menikah,sma,11678164,menengah,tidak,ya,ya,telepon,Mei,3,44,tidak,tidak_ada,0,10,loyal
47,tidak_bekerja,menikah,sd,17572717,menengah,tidak,tidak,tidak,whatsapp,Mar,2,226,ya,gagal,1,17,loyal
55,tidak_bekerja,menikah,d3,10542782,menengah,tidak,tidak,tidak,whatsapp,Jan,4,134,tidak,tidak_ada,0,12,loyal
55,wiraswasta,menikah,d3,8673998,menengah,tidak,ya,tidak,telepon,Jul,3,235,tidak,tidak_ada,0,4,existing
62,buruh,menikah,smp,15105772,menengah,tidak,tidak,tidak,telepon,Okt,2,375,ya,gagal,0,6,loyal
25,wiraswasta,menikah,sma,7438088,menengah,tidak,tidak,tidak,telepon,Mar,4,273,tidak,tidak_ada,0,8,loyal
44,wiraswasta,lajang,sma,29431671,menengah,ya,tidak,tidak,whatsapp,Jan,3,311,ya,gagal,1,5,loyal
44,karyawan,menikah,sma,33152559,menengah,ya,ya,tidak,whatsapp,Apr,6,422,tidak,tidak_ada,0,19,loyal
51,wiraswasta,menikah,s1,98256602,tinggi,tidak,ya,tidak,whatsapp,Agu,3,372,tidak,tidak_ada,0,0,baru
38,wiraswasta,menikah,smp,25263661,menengah,tidak,tidak,tidak,telepon,Des,2,648,tidak,tidak_ada,0,9,loyal
47,karyawan,menikah,sma,14419771,menengah,tidak,tidak,tidak,whatsapp,Okt,4,249,tidak,tidak_ada,0,8,loyal
50,wiraswasta,menikah,s1,23660055,menengah,ya,tidak,tidak,email,Feb,6,587,tidak,tidak_ada,0,17,loyal
45,buruh,menikah,sma,13761018,menengah,tidak,tidak,tidak,email,Sep,4,154,ya,gagal,0,15,loyal
64,pns,lajang,sma,39701525,menengah,tidak,tidak,tidak,whatsapp,Mei,2,146,ya,gagal,0,16,loyal
50,pelajar,menikah,d3,2247583,rendah,tidak,tidak,tidak,whatsapp,Feb,3,133,tidak,tidak_ada,1,20,loyal
22,tidak_bekerja,lajang,d3,503655,rendah,tidak,tidak,tidak,whatsapp,Jan,2,202,ya,gagal,0,4,existing
36,karyawan,lajang,sd,1612533,rendah,ya,ya,ya,whatsapp,Mei,2,258,tidak,tidak_ada,0,6,loyal
21,wiraswasta,lajang,sma,20135847,menengah,tidak,tidak,tidak,whatsapp,Apr,4,458,tidak,tidak_ada,0,2,existing
52,buruh,cerai,sma,2446011,rendah,tidak,tidak,tidak,whatsapp,Sep,3,98,tidak,tidak_ada,0,13,loyal
34,wiraswasta,menikah,sma,11206104,menengah,tidak,ya,tidak,email,Apr,1,116,ya,berhasil,1,8,loyal
61,karyawan,menikah,sma,15176801,menengah,tidak,ya,tidak,whatsapp,Feb,3,238,tidak,tidak_ada,0,10,loyal
45,karyawan,menikah,d3,103254788,tinggi,ya,tidak,tidak,telepon,Jul,1,300,ya,gagal,0,0,baru
47,buruh,lajang,d3,6600165,menengah,tidak,tidak,tidak,whatsapp,Mar,2,42,tidak,tidak_ada,0,0,baru
46,wiraswasta,cerai,sma,44648057,menengah,ya,ya,tidak,telepon,Mar,6,152,tidak,tidak_ada,0,0,baru
63,buruh,cerai,sma,10438610,menengah,ya,ya,tidak,email,Jun,5,45,tidak,tidak_ada,0,10,loyal
23,wiraswasta,lajang,sma,1466762,rendah,tidak,tidak,tidak,whatsapp,Mei,1,118,ya,gagal,0,4,existing
52,pns,lajang,sma,13733880,menengah,tidak,tidak,tidak,whatsapp,Mar,1,65,ya,berhasil,0,11,loyal
58,buruh,lajang,d3,2510778,rendah,tidak,tidak,tidak,telepon,Apr,3,340,tidak,tidak_ada,0,7,loyal
54,pns,lajang,sma,76756585,tinggi,ya,ya,tidak,whatsapp,Des,1,118,tidak,tidak_ada,0,2,existing
41,wiraswasta,menikah,smp,3340200,rendah,tidak,ya,tidak,whatsapp,Mei,6,416,tidak,tidak_ada,0,1,existing
46,wiraswasta,lajang,s1,14267867,menengah,ya,ya,tidak,email,Jul,4,273,tidak,tidak_ada,0,16,loyal
63,buruh,menikah,sma,5659251,menengah,tidak,tidak,tidak,whatsapp,Feb,4,137,tidak,tidak_ada,0,9,loyal
48,wiraswasta,menikah,smp,8278100,menengah,tidak,tidak,tidak,email,Jun,1,354,ya,berhasil,0,8,loyal
52,wiraswasta,lajang,smp,25556269,menengah,tidak,ya,tidak,whatsapp,Apr,3,571,tidak,tidak_ada,0,8,loyal
50,karyawan,menikah,sma,16144925,menengah,ya,ya,tidak,whatsapp,Mei,4,161,ya,gagal,0,4,existing
38,tidak_bekerja,lajang,sma,3813562,rendah,tidak,tidak,tidak,email,Mei,1,118,tidak,tidak_ada,0,1,existing
49,karyawan,menikah,s1,26097716,menengah,ya,ya,tidak,whatsapp,Okt,2,74,ya,gagal,0,15,loyal
40,pelajar,menikah,sma,2354637,rendah,tidak,ya,tidak,telepon,Agu,2,27,ya,gagal,0,16,loyal
50,wiraswasta,menikah,s1,33119831,menengah,tidak,ya,tidak,whatsapp,Okt,2,337,tidak,tidak_ada,0,6,loyal
20,wiraswasta,lajang,smp,48191983,menengah,ya,ya,tidak,whatsapp,Mei,3,282,ya,gagal,0,5,loyal
35,pns,cerai,d3,4209758,rendah,ya,ya,tidak,whatsapp,Okt,1,451,tidak,tidak_ada,0,2,existing
42,karyawan,menikah,s1,28969519,menengah,ya,tidak,tidak,whatsapp,Mei,4,367,tidak,tidak_ada,0,0,baru
59,wiraswasta,menikah,sma,8672275,menengah,tidak,tidak,tidak,whatsapp,Feb,7,256,tidak,tidak_ada,0,10,loyal
48,buruh,lajang,smp,3616599,rendah,ya,ya,tidak,telepon,Mei,3,120,tidak,tidak_ada,0,6,loyal
20,buruh,lajang,sma,4758105,rendah,ya,ya,tidak,whatsapp,Jan,3,165,ya,gagal,0,17,loyal
57,karyawan,menikah,s1,25984587,menengah,tidak,tidak,tidak,telepon,Okt,1,123,tidak,tidak_ada,0,0,baru
63,tidak_bekerja,cerai,d3,6807481,menengah,tidak,ya,tidak,telepon,Jan,5,132,tidak,tidak_ada,0,4,existing
41,pns,cerai,d3,7918864,menengah,tidak,ya,tidak,whatsapp,Apr,2,157,tidak,tidak_ada,0,19,loyal
49,buruh,menikah,d3,22523532,menengah,tidak,ya,ya,whatsapp,Feb,1,204,ya,berhasil,0,9,loyal
64,wiraswasta,cerai,sd,16993514,menengah,tidak,tidak,tidak,whatsapp,Mei,3,196,ya,gagal,0,4,existing
39,wiraswasta,lajang,sma,9813068,menengah,tidak,ya,tidak,telepon,Mar,4,168,tidak,tidak_ada,0,2,existing
40,tidak_bekerja,menikah,sd,1072029,rendah,tidak,tidak,tidak,whatsapp,Nov,5,65,ya,gagal,0,0,baru
19,tidak_bekerja,lajang,sma,752112,rendah,tidak,ya,tidak,whatsapp,Sep,3,9,tidak,tidak_ada,0,16,loyal
44,wiraswasta,lajang,s1,5248705,menengah,ya,ya,tidak,email,Sep,1,65,ya,gagal,0,5,loyal
59,karyawan,cerai,d3,24258237,menengah,ya,ya,tidak,email,Jun,3,171,tidak,tidak_ada,0,17,loyal
19,wiraswasta,lajang,s2,28581835,menengah,tidak,tidak,tidak,whatsapp,Feb,3,75,tidak,tidak_ada,0,4,existing
43,wiraswasta,menikah,smp,8871822,menengah,tidak,tidak,tidak,telepon,Des,2,1000,tidak,tidak_ada,0,17,loyal
34,karyawan,menikah,sma,5041036,menengah,tidak,tidak,tidak,whatsapp,Mei,1,221,ya,berhasil,0,13,loyal
57,karyawan,menikah,s1,14832691,menengah,tidak,tidak,tidak,email,Des,2,539,tidak,tidak_ada,0,4,existing
50,buruh,lajang,smp,6669101,menengah,ya,ya,tidak,whatsapp,Feb,3,202,tidak,tidak_ada,0,5,loyal
26,karyawan,lajang,smp,16149658,menengah,ya,tidak,tidak,telepon,Agu,2,281,ya,gagal,0,17,loyal
60,pns,lajang,sma,9426613,menengah,tidak,tidak,tidak,telepon,Sep,2,587,tidak,tidak_ada,0,11,loyal
56,karyawan,menikah,sma,15293811,menengah,tidak,tidak,tidak,whatsapp,Mei,4,370,tidak,tidak_ada,0,13,loyal
46,karyawan,menikah,s2,65976182,tinggi,tidak,tidak,ya,whatsapp,Des,2,649,tidak,tidak_ada,0,9,loyal
59,karyawan,menikah,sma,6237291,menengah,tidak,tidak,tidak,telepon,Agu,2,246,ya,gagal,0,0,baru
43,karyawan,menikah,s1,15193531,menengah,tidak,ya,tidak,whatsapp,Jul,3,354,tidak,tidak_ada,0,14,loyal
52,pns,menikah,s1,28203426,menengah,ya,tidak,tidak,email,Jun,1,34,ya,berhasil,0,12,loyal
42,buruh,lajang,smp,2616853,rendah,tidak,tidak,tidak,whatsapp,Jul,1,53,ya,berhasil,1,8,loyal
41,karyawan,menikah,d3,26457197,menengah,ya,tidak,tidak,whatsapp,Sep,2,398,tidak,tidak_ada,0,10,loyal
30,wiraswasta,menikah,sma,4745881,rendah,ya,ya,tidak,whatsapp,Jan,4,100,tidak,tidak_ada,0,2,existing
24,wiraswasta,menikah,smp,31597190,menengah,tidak,ya,tidak,whatsapp,Jan,3,151,tidak,tidak_ada,1,16,loyal
53,buruh,menikah,s1,6579113,menengah,tidak,tidak,tidak,telepon,Apr,6,250,ya,gagal,0,2,existing
62,pns,cerai,sma,6668854,menengah,tidak,tidak,tidak,email,Mar,1,112,ya,berhasil,0,10,loyal
37,wiraswasta,cerai,sma,39175815,menengah,tidak,ya,tidak,whatsapp,Nov,4,249,tidak,tidak_ada,1,6,loyal
18,pns,lajang,sma,6155248,menengah,tidak,tidak,tidak,telepon,Des,2,217,tidak,tidak_ada,0,7,loyal
25,buruh,menikah,smp,4093192,rendah,tidak,tidak,tidak,whatsapp,Sep,4,184,tidak,tidak_ada,0,2,existing
63,karyawan,lajang,sma,33415632,menengah,tidak,tidak,tidak,whatsapp,Okt,2,158,tidak,tidak_ada,0,2,existing
33,wiraswasta,cerai,sma,7162670,menengah,tidak,ya,tidak,whatsapp,Sep,2,177,ya,berhasil,0,4,existing
31,tidak_bekerja,lajang,sma,1884148,rendah,ya,ya,tidak,email,Sep,2,196,tidak,tidak_ada,0,0,baru
29,pns,lajang,s1,36048348,menengah,ya,ya,tidak,telepon,Jul,1,528,ya,gagal,0,1,existing
40,wiraswasta,menikah,sma,2571496,rendah,tidak,tidak,tidak,email,Okt,1,22,ya,gagal,0,4,existing
32,wiraswasta,cerai,sd,76698204,tinggi,tidak,tidak,tidak,whatsapp,Jan,2,291,tidak,tidak_ada,0,8,loyal
45,karyawan,menikah,smp,4265390,rendah,tidak,tidak,tidak,whatsapp,Jul,1,202,ya,berhasil,0,4,existing
51,wiraswasta,lajang,d3,11362697,menengah,tidak,tidak,tidak,whatsapp,Okt,4,207,tidak,tidak_ada,0,0,baru
19,pns,menikah,sma,16030965,menengah,ya,tidak,tidak,whatsapp,Okt,4,74,tidak,tidak_ada,0,12,loyal
49,wiraswasta,menikah,s1,40966125,menengah,ya,tidak,tidak,email,Sep,3,81,tidak,tidak_ada,0,1,existing
40,pns,menikah,d3,21172168,menengah,tidak,tidak,tidak,email,Agu,3,14,ya,gagal,0,0,baru
39,buruh,lajang,smp,5702670,menengah,tidak,tidak,tidak,telepon,Mei,1,153,tidak,tidak_ada,0,4,existing
42,karyawan,lajang,smp,10421113,menengah,tidak,ya,ya,whatsapp,Jun,5,320,tidak,tidak_ada,0,6,loyal
39,wiraswasta,menikah,sma,96006216,tinggi,ya,tidak,tidak,email,Sep,1,264,ya,gagal,0,15,loyal
39,wiraswasta,menikah,d3,43644555,menengah,ya,ya,ya,whatsapp,Jul,3,61,tidak,tidak_ada,0,3,existing
59,pns,menikah,smp,51744472,tinggi,tidak,tidak,tidak,telepon,Jun,4,384,tidak,tidak_ada,0,8,loyal
23,karyawan,lajang,sma,8378959,menengah,ya,ya,tidak,whatsapp,Nov,1,35,ya,gagal,1,3,existing
32,pelajar,menikah,s1,460371,rendah,tidak,tidak,tidak,whatsapp,Feb,1,65,tidak,tidak_ada,0,1,existing
60,buruh,cerai,d3,15348080,menengah,ya,tidak,tidak,email,Mei,6,76,tidak,tidak_ada,0,9,loyal
54,wiraswasta,menikah,d3,33626359,menengah,ya,ya,ya,whatsapp,Jul,6,285,tidak,tidak_ada,0,11,loyal
50,tidak_bekerja,menikah,s1,4411572,rendah,tidak,tidak,tidak,whatsapp,Mar,1,149,tidak,tidak_ada,0,7,loyal
25,tidak_bekerja,lajang,smp,1684277,rendah,tidak,tidak,tidak,whatsapp,Nov,7,50,tidak,tidak_ada,0,4,existing
61,karyawan,lajang,smp,13608699,menengah,tidak,ya,tidak,whatsapp,Feb,2,182,ya,gagal,0,20,loyal
61,karyawan,menikah,sd,10857664,menengah,tidak,tidak,tidak,email,Nov,1,56,ya,gagal,0,0,baru
22,tidak_bekerja,lajang,smp,2806120,rendah,tidak,ya,ya,whatsapp,Mei,3,178,tidak,tidak_ada,0,7,loyal
56,tidak_bekerja,menikah,s1,1427343,rendah,tidak,ya,tidak,whatsapp,Jun,1,78,ya,berhasil,0,9,loyal
21,karyawan,menikah,,23653603,menengah,tidak,tidak,tidak,telepon,Jun,2,97,tidak,tidak_ada,0,5,loyal
23,karyawan,lajang,d3,76547497,tinggi,ya,tidak,tidak,telepon,Nov,3,950,tidak,tidak_ada,1,1,existing
62,karyawan,cerai,d3,10969265,menengah,tidak,ya,tidak,whatsapp,Des,3,208,tidak,tidak_ada,0,2,existing
49,tidak_bekerja,menikah,d3,883463,rendah,ya,ya,tidak,whatsapp,Jun,2,153,tidak,tidak_ada,0,17,loyal
47,karyawan,menikah,sma,14840846,menengah,tidak,ya,tidak,whatsapp,Jul,5,112,tidak,tidak_ada,0,16,loyal
64,wiraswasta,menikah,sma,35371541,menengah,tidak,tidak,tidak,email,Sep,2,176,tidak,tidak_ada,0,2,existing
52,buruh,cerai,sma,9043639,menengah,tidak,tidak,tidak,whatsapp,Jul,2,261,tidak,tidak_ada,0,0,baru
57,karyawan,cerai,s1,75911947,tinggi,tidak,ya,ya,whatsapp,Jan,1,54,tidak,tidak_ada,0,2,existing
33,wiraswasta,lajang,sd,42484077,menengah,ya,tidak,tidak,whatsapp,Jan,3,289,tidak,tidak_ada,0,15,loyal
30,karyawan,menikah,sd,2627646,rendah,tidak,tidak,tidak,email,Sep,2,68,tidak,tidak_ada,0,1,existing
59,buruh,lajang,sma,2501911,rendah,tidak,tidak,tidak,whatsapp,Mar,1,180,ya,gagal,0,2,existing
47,karyawan,lajang,,23436278,menengah,tidak,ya,ya,whatsapp,Agu,3,187,tidak,tidak_ada,0,10,loyal
36,pns,menikah,sma,11084088,menengah,ya,tidak,tidak,telepon,Jan,1,455,ya,gagal,0,13,loyal
34,pns,menikah,s2,52321336,tinggi,tidak,tidak,tidak,email,Apr,2,5,tidak,tidak_ada,0,7,loyal
